날짜,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2025-04-16,366500,376500,379000,366000,302339,112442658500,0,0.0,N,5,-13500,
2025-04-17,376000,367000,377000,366500,181015,67428004000,0,0.0,N,2,9500,
2025-04-18,393000,381500,399500,376500,570144,223348660500,0,0.0,N,2,17000,
2025-04-21,386500,391500,393000,385500,193132,75081272500,0,0.0,N,5,-6500,
2025-04-22,389000,383500,391500,381500,250432,96911876750,0,0.0,N,2,2500,
2025-04-23,389000,394500,395000,386000,214524,83408178750,0,0.0,N,3,0,
2025-04-24,388500,387000,390000,384500,163915,63514582250,0,0.0,N,5,-500,
2025-04-25,369000,377000,384000,369000,516820,194257421250,0,0.0,N,5,-19500,
2025-04-28,357000,365000,369500,354000,430340,155002146750,0,0.0,N,5,-12000,
2025-04-29,363000,361500,366500,360000,161965,58833340000,0,0.0,N,2,6000,
2025-04-30,351000,362500,367000,348500,300126,106279272750,0,0.0,N,5,-12000,
2025-05-02,356500,348500,359000,347000,157410,55859702250,0,0.0,N,2,5500,
2025-05-07,356500,350500,357500,339500,330455,115957538250,0,0.0,N,3,0,
2025-05-08,352500,357500,365000,352000,351222,124967275500,0,0.0,N,5,-4000,
2025-05-09,345000,353000,357500,344500,202210,70499536750,0,0.0,N,5,-7500,
2025-05-12,336000,340500,341500,327500,436334,146348139750,0,0.0,N,5,-9000,
2025-05-13,348000,347000,354500,345000,280972,98541213500,0,0.0,N,2,12000,
2025-05-14,335000,327000,342000,319500,1093273,359844624000,0,0.0,N,5,-13000,
2025-05-15,331000,328000,336000,321500,405009,133160090250,0,0.0,N,5,-4000,
2025-05-16,317500,334000,335000,315500,562545,180730779250,0,0.0,N,5,-13500,
2025-05-19,319500,320000,326000,316500,243441,77992968500,0,0.0,N,2,2000,
2025-05-20,317500,325000,329500,317500,223115,72261968500,0,0.0,N,5,-2000,
