날짜,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
1997-01-03,9819,9245,9882,9245,8704,824990,0,0.0,N,2,63,
1997-01-04,9819,9755,9819,9564,30567,2959830,0,0.0,N,3,0,
1997-01-06,9500,9627,9627,9372,53778,5138000,0,0.0,N,5,-318,
1997-01-07,8799,8799,9755,8799,120104,10650200,0,0.0,N,4,-701,
1997-01-08,9054,8926,9181,8607,310737,27536750,0,0.0,N,2,255,
1997-01-09,9245,9054,9245,9054,16467,1513530,0,0.0,N,2,191,
1997-01-10,9564,8544,9564,8544,31931,2974760,0,0.0,N,2,318,
1997-01-11,9564,9245,9564,9245,7402,704600,0,0.0,N,3,0,
1997-01-13,9564,9436,9564,9054,56790,5379570,0,0.0,N,3,0,
1997-01-14,9755,9245,9882,9245,30865,2990820,0,0.0,N,2,191,
1997-01-15,9755,9564,9882,9564,8233,799120,0,0.0,N,3,0,
1997-01-16,10010,9755,10010,9564,87937,8615190,0,0.0,N,2,255,
1997-01-17,9755,10138,10138,9564,66513,6498360,0,0.0,N,5,-255,
1997-01-18,9755,9564,9755,9564,29014,2813570,0,0.0,N,3,0,
1997-01-20,10074,9755,10201,9691,298175,29108380,0,0.0,N,2,318,
1997-01-21,9627,10074,10074,9627,113140,11084900,0,0.0,N,5,-446,
1997-01-22,9436,9309,9564,9309,6587,618020,0,0.0,N,5,-191,
1997-01-23,9436,9436,9691,9436,22835,2177090,0,0.0,N,3,0,
1997-01-24,9882,9245,9882,9245,19180,1806540,0,0.0,N,2,446,
1997-01-25,9755,9882,9882,9564,77758,7604630,0,0.0,N,5,-127,
1997-01-27,9564,9755,9819,9436,63016,6106490,0,0.0,N,5,-191,
1997-01-28,9564,9309,9691,9309,39961,3799580,0,0.0,N,3,0,
1997-01-29,9564,9564,9564,9500,36213,3460380,0,0.0,N,3,0,
1997-01-30,9755,9564,10201,9564,19227,1905170,0,0.0,N,2,191,
1997-01-31,9755,9882,9882,9627,58499,5734140,0,0.0,N,3,0,
1997-02-01,9882,9755,9946,9627,21533,2117630,0,0.0,N,2,127,
1997-02-03,9755,9755,9882,9755,72551,7079620,0,0.0,N,5,-127,
1997-02-04,9882,9755,9882,9755,80362,8005610,0,0.0,N,2,127,
1997-02-05,9755,9946,10010,9755,98680,9789590,0,0.0,N,5,-127,
1997-02-06,9755,9755,9755,9564,14852,1446600,0,0.0,N,3,0,
1997-02-10,9946,9564,9946,9564,228022,22420480,0,0.0,N,2,191,
1997-02-11,9946,10010,10010,9819,70544,6981860,0,0.0,N,3,0,
1997-02-12,9882,9946,10010,9819,41122,4057610,0,0.0,N,5,-63,
1997-02-13,10010,9882,10201,9819,195244,19645870,0,0.0,N,2,127,
1997-02-14,10265,10138,10520,9946,198804,20197830,0,0.0,N,2,255,
1997-02-15,10010,10265,10329,10010,31147,3170310,0,0.0,N,5,-255,
1997-02-17,9691,9946,9946,9691,38471,3778110,0,0.0,N,5,-318,
1997-02-18,9436,9564,9691,9436,13534,1300510,0,0.0,N,5,-255,
1997-02-19,9500,9436,9691,9436,102977,9754180,0,0.0,N,2,63,
1997-02-20,9627,9436,9691,9436,30880,2954360,0,0.0,N,2,127,
1997-02-21,9245,9691,9691,9245,15746,1480020,0,0.0,N,5,-382,
1997-02-22,9309,9245,9372,9117,35632,3299580,0,0.0,N,2,63,
1997-02-24,9309,9309,9309,9181,66607,6163990,0,0.0,N,3,0,
1997-02-25,9181,9309,9309,9181,118457,10928860,0,0.0,N,5,-127,
1997-02-26,9181,9245,9500,9181,114913,10776630,0,0.0,N,3,0,
1997-02-27,9054,9181,9372,8926,31241,2835290,0,0.0,N,5,-127,
1997-02-28,9436,9054,9436,8862,164676,15238820,0,0.0,N,2,382,
1997-03-03,9946,9564,10010,9564,278947,27500870,0,0.0,N,2,510,
1997-03-04,10201,9946,10201,9946,233308,23479650,0,0.0,N,2,255,
1997-03-05,10393,10201,10520,10074,964332,97874360,0,0.0,N,2,191,
1997-03-06,10329,9946,10329,9946,42267,4299290,0,0.0,N,5,-63,
1997-03-07,10265,10456,10456,10074,71610,7353890,0,0.0,N,5,-63,
1997-03-08,10329,10393,10520,10265,86149,8949250,0,0.0,N,2,63,
1997-03-10,10456,10329,10456,10265,93411,9675780,0,0.0,N,2,127,
1997-03-11,10201,10329,10393,10074,87184,8951980,0,0.0,N,5,-255,
1997-03-12,10775,10138,10966,10138,395005,42652380,0,0.0,N,2,573,
1997-03-13,10839,10966,11030,10456,212982,23142740,0,0.0,N,2,63,
1997-03-14,10520,10711,10775,10520,83938,8934310,0,0.0,N,5,-318,
1997-03-15,10393,10329,10456,10329,23556,2448190,0,0.0,N,5,-127,
1997-03-17,10584,10265,10584,10201,38550,4021250,0,0.0,N,2,191,
1997-03-18,10393,10648,10648,10329,16891,1758610,0,0.0,N,5,-191,
1997-03-19,10584,10201,10648,10201,54735,5763610,0,0.0,N,2,191,
1997-03-20,10584,10520,10839,10329,71375,7554950,0,0.0,N,3,0,
1997-03-21,10648,10711,10711,10456,38079,4061710,0,0.0,N,2,63,
1997-03-22,10775,10648,10775,10329,35444,3787240,0,0.0,N,2,127,
1997-03-24,10903,10520,10903,10329,121468,13117720,0,0.0,N,2,127,
1997-03-25,11732,10775,11732,10648,415628,46936070,0,0.0,N,1,828,
1997-03-26,11285,11732,11732,11221,85051,9654930,0,0.0,N,5,-446,
1997-03-27,10456,10966,11094,10456,54970,5925930,0,0.0,N,5,-828,
1997-03-28,10201,10456,10520,10201,70920,7287560,0,0.0,N,5,-255,
1997-03-29,10201,10612,10612,10133,27706,2850730,2,-6.88,N,3,753,
1997-03-31,10612,10475,10681,10475,52520,5555920,0,0.0,N,2,410,
1997-04-01,10338,10612,10612,10270,98541,10305630,0,0.0,N,5,-273,
1997-04-02,10270,10270,10338,9927,47175,4766650,0,0.0,N,5,-68,
1997-04-03,10064,10270,10475,10064,59560,6132050,0,0.0,N,5,-205,
1997-04-04,10133,10064,10270,9996,103478,10437050,0,0.0,N,2,68,
1997-04-07,10133,10133,10338,10133,66059,6745110,0,0.0,N,3,0,
1997-04-08,10133,10270,10270,10064,54652,5529670,0,0.0,N,3,0,
1997-04-09,10064,10133,10338,9996,79350,8039460,0,0.0,N,5,-68,
1997-04-10,10064,10133,10201,9996,38572,3892930,0,0.0,N,3,0,
1997-04-11,10064,9996,10133,9927,48226,4818650,0,0.0,N,3,0,
1997-04-12,10270,10201,10270,10133,19541,1986800,0,0.0,N,2,205,
1997-04-14,10270,10270,10407,10133,36936,3788590,0,0.0,N,3,0,
1997-04-15,10407,10407,10407,10270,55777,5738700,0,0.0,N,2,136,
1997-04-16,10886,10544,10886,10201,151544,15973900,0,0.0,N,2,479,
1997-04-17,11023,10818,11023,10612,120639,13094910,0,0.0,N,2,136,
1997-04-18,10954,11023,11023,10749,51191,5596890,0,0.0,N,5,-68,
1997-04-19,10954,10818,11023,10681,61079,6670810,0,0.0,N,3,0,
1997-04-21,10818,10954,10954,10681,19906,2148220,0,0.0,N,5,-136,
1997-04-22,11091,10338,11091,10338,236795,25949720,0,0.0,N,2,273,
1997-04-23,10681,10954,10954,10681,12239,1317830,0,0.0,N,5,-410,
1997-04-24,10407,10681,10681,10407,24200,2543180,0,0.0,N,5,-273,
1997-04-25,10270,10407,10407,10133,109933,11297970,0,0.0,N,5,-136,
1997-04-26,10270,10270,10270,10133,40383,4128690,0,0.0,N,3,0,
1997-04-28,10270,10270,10612,10201,312231,32218520,0,0.0,N,3,0,
1997-04-29,10201,10270,10338,10133,99461,10145970,0,0.0,N,5,-68,
1997-04-30,10270,10201,10270,10064,79131,8030680,0,0.0,N,2,68,
1997-05-02,10201,10338,10338,10133,156860,16037480,0,0.0,N,5,-68,
1997-05-03,10064,10338,10338,9927,129446,13179020,0,0.0,N,5,-136,
1997-05-06,9996,10064,10338,9996,58187,5887650,0,0.0,N,5,-68,
1997-05-07,9722,9996,9996,9722,30043,2939690,0,0.0,N,5,-273,
1997-05-08,9517,9722,9722,9517,29619,2852280,0,0.0,N,5,-205,
1997-05-09,9448,9517,9859,9380,45042,4286020,0,0.0,N,5,-68,
1997-05-10,9517,9585,9722,9517,13349,1277500,0,0.0,N,2,68,
1997-05-12,9380,9722,9722,9311,14882,1411540,0,0.0,N,5,-136,
1997-05-13,9585,9243,9585,9174,128584,11880060,0,0.0,N,2,205,
1997-05-15,10270,9722,10338,9585,293799,29169770,0,0.0,N,2,684,
1997-05-16,10407,10954,10954,10338,218275,23270330,0,0.0,N,2,136,
1997-05-17,10544,10681,10818,10407,53207,5657780,0,0.0,N,2,136,
1997-05-19,10270,10612,10612,10201,50928,5275480,0,0.0,N,5,-273,
1997-05-20,10407,10270,10818,10201,588738,61337980,0,0.0,N,2,136,
1997-05-21,10749,10612,10818,10407,155254,16512980,0,0.0,N,2,342,
1997-05-22,10338,10749,10749,10338,77232,8094760,0,0.0,N,5,-410,
1997-05-23,10544,10270,10544,10270,72325,7530640,0,0.0,N,2,205,
1997-05-24,10338,10544,10544,10270,19278,2000920,0,0.0,N,5,-205,
1997-05-26,10133,10338,10338,10133,27165,2759900,0,0.0,N,5,-205,
1997-05-27,9517,9380,9790,9380,965905,92390950,0,0.0,N,5,-616,
1997-05-28,9859,9517,9927,9517,1623902,158366730,0,0.0,N,2,342,
1997-05-29,9790,9927,9996,9722,654710,64380250,0,0.0,N,5,-68,
1997-05-30,10407,9859,10544,9859,1546611,155147360,0,0.0,N,2,616,
1997-05-31,10407,10338,10407,10064,167098,17206640,0,0.0,N,3,0,
1997-06-02,9996,10475,10544,9996,329611,33625630,0,0.0,N,5,-410,
1997-06-03,10201,9996,10270,9927,221123,22320970,0,0.0,N,2,205,
1997-06-04,10064,10270,10338,9859,223928,22723790,0,0.0,N,5,-136,
1997-06-05,9996,9790,10064,9790,127416,12704770,0,0.0,N,5,-68,
1997-06-07,9927,9996,10201,9927,79613,7969800,0,0.0,N,5,-68,
1997-06-09,9859,9859,10064,9790,201888,19979230,0,0.0,N,5,-68,
1997-06-10,9722,9859,9996,9722,324894,32025180,0,0.0,N,5,-136,
1997-06-11,9722,9722,9859,9654,245982,23943620,0,0.0,N,3,0,
1997-06-12,9654,9722,9859,9654,183091,18054280,0,0.0,N,5,-68,
1997-06-13,9927,9654,10270,9654,834253,82622310,0,0.0,N,2,273,
