날짜,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
1997-01-03,7046,7101,7172,6983,88372,6226350,0,0.0,N,2,125,
1997-01-04,7046,7007,7156,6606,133512,9383200,0,0.0,N,3,0,
1997-01-06,6904,6763,6920,6763,321700,21986750,0,0.0,N,5,-141,
1997-01-07,6637,6606,6904,6606,1579894,108170100,0,0.0,N,5,-267,
1997-01-08,6763,6637,6763,6621,828411,55855950,0,0.0,N,2,125,
1997-01-09,6779,6763,6842,6684,157035,10628500,0,0.0,N,2,15,
1997-01-10,7030,6826,7046,6826,351582,24607000,0,0.0,N,2,251,
1997-01-11,7219,7022,7235,7022,77564,5543550,0,0.0,N,2,188,
1997-01-13,7235,7219,7298,7093,600169,43453700,0,0.0,N,2,15,
1997-01-14,7809,7235,7809,7235,724144,55003500,0,0.0,N,1,574,
1997-01-15,8430,8430,8430,7880,1045845,85066500,0,0.0,N,1,621,
1997-01-16,8336,8446,8729,8179,1025246,88267300,0,0.0,N,5,-94,
1997-01-17,8226,8336,8336,8037,1408235,115497600,0,0.0,N,5,-110,
1997-01-18,8116,8179,8304,8084,229513,18743600,0,0.0,N,5,-110,
1997-01-20,8210,8100,8336,8100,763562,62678600,0,0.0,N,2,94,
1997-01-21,7864,8257,8257,7785,1149476,91322800,0,0.0,N,5,-346,
1997-01-22,7644,7832,7832,7628,998798,77380200,0,0.0,N,5,-220,
1997-01-23,7542,7549,7738,7486,942850,71397750,0,0.0,N,5,-102,
1997-01-24,7722,7471,7864,7392,1011513,77393100,0,0.0,N,2,180,
1997-01-25,7943,7785,7974,7738,630050,49572600,0,0.0,N,2,220,
1997-01-27,7864,8053,8053,7801,603347,47601900,0,0.0,N,5,-78,
1997-01-28,8021,7864,8336,7832,752754,60693700,0,0.0,N,2,157,
1997-01-29,8257,8179,8289,8021,249222,20402900,0,0.0,N,2,235,
1997-01-30,8273,8414,8414,8179,339502,30446800,0,0.0,N,2,15,
1997-01-31,8446,8289,8446,8179,575373,48037500,0,0.0,N,2,173,
1997-02-01,8525,8446,8525,8446,569906,48671340,0,0.0,N,2,78,
1997-02-03,8871,8525,9201,8493,1008334,90298900,0,0.0,N,2,346,
1997-02-04,9075,8981,9201,8949,1221318,111047500,0,0.0,N,2,204,
1997-02-05,8808,9075,9217,8650,578552,52045000,0,0.0,N,5,-267,
1997-02-06,8729,8792,8808,8509,324243,28182900,0,0.0,N,5,-78,
1997-02-10,8650,8650,8729,8525,289276,25035100,0,0.0,N,5,-78,
1997-02-11,8446,8650,8650,8446,100452,8534800,0,0.0,N,5,-204,
1997-02-12,8572,8462,8650,8462,868465,74534700,0,0.0,N,2,125,
1997-02-13,8556,8572,8729,8556,1196523,103240300,0,0.0,N,5,-15,
1997-02-14,8509,8556,8556,8462,551850,46989900,0,0.0,N,5,-47,
1997-02-15,8509,8572,8572,8477,222520,18944500,0,0.0,N,3,0,
1997-02-17,8509,8540,8540,8414,692991,58704000,0,0.0,N,3,0,
1997-02-18,8509,8509,8650,8414,622421,52864500,0,0.0,N,3,0,
1997-02-19,8462,8556,8556,8414,755297,63987900,0,0.0,N,5,-47,
1997-02-20,8462,8493,8509,8367,663110,55950800,0,0.0,N,3,0,
1997-02-21,7785,8462,8462,7785,499081,39808500,0,0.0,N,4,-676,
1997-02-22,7392,7683,7691,7188,930134,68262750,0,0.0,N,5,-393,
1997-02-24,7156,7235,7699,7093,1469397,107873950,0,0.0,N,5,-235,
1997-02-25,7549,7156,7722,7156,1632663,120662150,0,0.0,N,2,393,
1997-02-26,7864,7549,7943,7549,1766938,138447500,0,0.0,N,2,314,
1997-02-27,7738,8021,8021,7738,342681,26933050,0,0.0,N,5,-125,
1997-02-28,7785,7707,8021,7549,368747,28581700,0,0.0,N,2,47,
1997-03-03,7707,7785,7785,7659,456484,35397350,0,0.0,N,5,-78,
1997-03-04,7675,7691,7707,7628,836676,64243500,0,0.0,N,5,-31,
1997-03-05,7659,7644,7785,7612,544221,41785000,0,0.0,N,5,-15,
1997-03-06,7549,7659,7675,7549,626871,47835550,0,0.0,N,5,-110,
1997-03-07,7486,7549,7659,7471,1148967,87050960,0,0.0,N,5,-62,
1997-03-08,7486,7486,7518,7392,583003,44152250,0,0.0,N,3,0,
1997-03-10,7392,7455,7455,7235,539134,39842800,0,0.0,N,5,-94,
1997-03-11,7353,7376,7376,7156,403461,29658325,0,0.0,N,5,-39,
1997-03-12,7345,7345,7353,7298,329965,26288450,0,0.0,N,5,-7,
1997-03-13,7337,7345,7392,7298,432960,31773350,0,0.0,N,5,-7,
1997-03-14,7109,7392,7408,7078,272110,19636500,0,0.0,N,5,-228,
1997-03-15,6920,7125,7235,6842,190095,13408400,0,0.0,N,5,-188,
1997-03-17,7306,6920,7313,6920,314071,22788450,0,0.0,N,2,385,
1997-03-18,7455,7549,7549,7329,724144,54379850,0,0.0,N,2,149,
1997-03-19,7424,7455,7455,7235,171658,21165800,0,0.0,N,5,-31,
1997-03-20,7518,7078,7518,7078,403079,29908250,0,0.0,N,2,94,
1997-03-21,7471,7471,7471,7203,181195,13351600,0,0.0,N,5,-47,
1997-03-22,7392,7313,7471,7235,140505,10274650,0,0.0,N,5,-78,
1997-03-24,7078,7392,7392,7078,213619,15229900,0,0.0,N,5,-314,
1997-03-25,7392,7078,7392,6999,431053,31275600,0,0.0,N,2,314,
1997-03-26,7549,7471,7549,6999,668832,50268300,0,0.0,N,2,157,
1997-03-27,7376,7518,7549,7376,295634,22228600,0,0.0,N,5,-173,
1997-03-28,7471,7439,7471,7251,202175,15012600,0,0.0,N,2,94,
1997-03-29,7313,7392,7549,7313,79471,6323600,0,0.0,N,5,-157,
1997-03-31,7785,7549,7785,7424,711302,54928650,0,0.0,N,2,471,
1997-04-01,7722,8399,8399,7707,687905,55197350,0,0.0,N,5,-62,
1997-04-02,7628,7722,8021,7565,462842,35653600,0,0.0,N,5,-94,
1997-04-03,7329,7785,7785,7258,712700,53992350,0,0.0,N,5,-298,
1997-04-04,7298,7431,7549,7298,385532,28697930,0,0.0,N,5,-31,
1997-04-07,7298,7392,7549,7298,416430,30808500,0,0.0,N,3,0,
1997-04-08,7188,7392,7392,7046,448855,32298600,0,0.0,N,5,-110,
1997-04-09,7313,7282,7313,7188,815695,58978600,0,0.0,N,2,125,
1997-04-10,7188,7345,7345,7156,496919,36347010,0,0.0,N,5,-125,
1997-04-11,7203,7188,7235,7156,270839,19517150,0,0.0,N,2,15,
1997-04-12,7266,7392,7534,7266,235235,17180200,0,0.0,N,2,62,
1997-04-14,7313,7298,7392,7290,507346,37109950,0,0.0,N,2,47,
1997-04-15,7361,7345,7392,7313,254054,18815390,0,0.0,N,2,47,
1997-04-16,7298,7392,7439,7298,224427,16571900,0,0.0,N,5,-62,
1997-04-17,7046,7298,7313,7046,412616,29340200,0,0.0,N,5,-251,
1997-04-18,7156,7078,7156,7078,763562,54273300,0,0.0,N,2,110,
1997-04-19,7156,7156,7188,7125,649759,46866600,0,0.0,N,3,0,
1997-04-21,7203,7188,7298,7172,876730,63350600,0,0.0,N,2,47,
1997-04-22,7156,7203,7203,7109,724526,52159500,0,0.0,N,5,-47,
1997-04-23,7156,7140,7156,7093,547400,39082350,0,0.0,N,3,0,
1997-04-24,7109,7156,7219,7062,834769,59789800,0,0.0,N,5,-47,
1997-04-25,7109,7109,7156,7046,934585,66407600,0,0.0,N,3,0,
1997-04-26,7219,7125,7251,7125,113803,8219500,0,0.0,N,2,110,
1997-04-28,7235,7156,7313,7156,649123,47033550,0,0.0,N,2,15,
1997-04-29,7195,7235,7251,7188,433596,31289900,0,0.0,N,5,-39,
1997-04-30,7172,7203,7266,7078,1553191,111782750,0,0.0,N,5,-23,
1997-05-02,6716,7078,7078,6700,11511930,808167500,0,0.0,N,5,-456,
1997-05-03,6527,6716,6763,6448,248586,16448000,0,0.0,N,5,-188,
1997-05-06,6480,6527,6606,6472,307713,20108650,0,0.0,N,5,-47,
1997-05-07,6480,6527,6606,6480,515611,33806900,0,0.0,N,3,0,
1997-05-08,6181,6511,6511,6134,1144390,72219500,0,0.0,N,5,-298,
1997-05-09,6181,6134,6212,5851,1327111,80853510,0,0.0,N,3,0,
1997-05-10,6212,6181,6212,5976,668196,40818000,0,0.0,N,2,31,
1997-05-12,6197,6212,6244,5976,731774,45133750,0,0.0,N,5,-15,
1997-05-13,6197,6181,6291,6118,899617,55708600,0,0.0,N,3,0,
1997-05-15,6110,6165,6165,6110,1007063,61713400,0,0.0,N,5,-86,
1997-05-16,5772,6189,6189,5623,1614226,93211350,0,0.0,N,5,-338,
1997-05-17,5607,5662,5772,5442,530869,29926450,0,0.0,N,5,-165,
1997-05-19,5662,5662,5819,5583,443133,25156150,0,0.0,N,2,55,
1997-05-20,5819,5819,5819,5725,641875,37189100,0,0.0,N,2,157,
1997-05-21,5976,5819,5976,5819,415032,24867100,0,0.0,N,2,157,
1997-05-22,5945,5961,5976,5866,180559,11067650,0,0.0,N,5,-31,
1997-05-23,5851,5898,5945,5819,160214,9467200,0,0.0,N,5,-94,
1997-05-24,5725,5819,5851,5725,2557712,147053650,0,0.0,N,5,-125,
1997-05-26,5953,5725,5976,5678,3116937,185894205,0,0.0,N,2,228,
1997-05-27,5819,5937,5937,5741,71206,4336700,0,0.0,N,5,-133,
1997-05-28,5788,5741,5835,5678,316614,18236150,0,0.0,N,5,-31,
1997-05-29,5914,5851,5976,5819,716261,42353880,0,0.0,N,2,125,
1997-05-30,5953,5914,5976,5882,480008,29819800,0,0.0,N,2,39,
1997-05-31,6291,5961,6291,5914,310638,19114900,0,0.0,N,2,338,
1997-06-02,6417,6291,6590,6291,983539,63432900,0,0.0,N,2,125,
1997-06-03,6291,6385,6385,6212,182466,11452300,0,0.0,N,5,-125,
1997-06-04,6291,6291,6370,6212,221248,13975700,0,0.0,N,3,0,
1997-06-05,6267,6291,6323,6142,114439,7142650,0,0.0,N,5,-23,
1997-06-07,6079,6260,6260,6055,133512,8498150,0,0.0,N,5,-188,
1997-06-09,6102,6079,6205,6079,150678,9218200,0,0.0,N,2,23,
1997-06-10,6126,5976,6134,5976,174201,10587400,0,0.0,N,2,23,
1997-06-11,5741,6055,6134,5662,162757,9474350,0,0.0,N,5,-385,
1997-06-12,5741,5741,6024,5741,181195,10515100,0,0.0,N,3,0,
1997-06-13,5976,5819,6024,5756,340138,19831900,0,0.0,N,2,235,
1997-06-14,6071,5976,6134,5819,318521,19242300,0,0.0,N,2,94,
1997-06-16,6338,6118,6496,6118,941578,59903550,0,0.0,N,2,267,
1997-06-17,6842,6370,6842,6370,1104336,73387900,0,0.0,N,1,503,
1997-06-18,6684,6936,7156,6684,1229583,85692600,0,0.0,N,5,-157,
1997-06-19,6920,6684,7078,6684,674554,46638600,0,0.0,N,2,235,
1997-06-20,6842,6967,6999,6818,591904,40617050,0,0.0,N,5,-78,
1997-06-21,6920,6842,6920,6763,226334,15522300,0,0.0,N,2,78,
1997-06-23,6826,6999,6999,6794,324879,22355250,0,0.0,N,5,-94,
1997-06-24,6936,6842,6967,6779,706978,48852800,0,0.0,N,2,110,
1997-06-25,6952,6952,6983,6920,895803,62124600,0,0.0,N,2,15,
1997-06-26,7078,6952,7078,6936,327422,23000750,0,0.0,N,2,125,
1997-06-27,7235,7030,7235,7030,1528396,109449650,0,0.0,N,2,157,
1997-06-28,7188,7235,7235,7125,634627,45735040,0,0.0,N,5,-47,
1997-06-30,7188,7078,7188,7015,600804,42826250,0,0.0,N,3,0,
1997-07-01,7408,7156,7471,7156,623692,45796800,0,0.0,N,2,220,
1997-07-02,7722,7534,7864,7424,1665723,128619350,0,0.0,N,2,314,
1997-07-03,7832,7722,7864,7628,527691,41080000,0,0.0,N,2,110,
1997-07-04,7974,7848,8100,7848,866557,68903300,0,0.0,N,2,141,
1997-07-05,7943,7943,8021,7911,189460,15103700,0,0.0,N,5,-31,
1997-07-07,7683,7313,7864,7313,836676,62404500,0,0.0,N,5,-259,
1997-07-08,7612,7675,7715,7392,534048,40514400,0,0.0,N,5,-70,
1997-07-09,7659,7549,7659,7471,329965,25057400,0,0.0,N,2,47,
1997-07-10,7707,7675,7707,7565,345224,26426450,0,0.0,N,2,47,
1997-07-11,7628,7549,7707,7549,304534,23345600,0,0.0,N,5,-78,
1997-07-12,7597,7628,7628,7549,120160,9105100,0,0.0,N,5,-31,
1997-07-14,7471,7549,7707,7471,503531,38394500,0,0.0,N,5,-125,
1997-07-15,7628,7471,7699,7471,612248,46286750,0,0.0,N,2,157,
1997-07-16,7659,7549,7754,7549,696170,53483550,0,0.0,N,2,31,
1997-07-18,7817,7659,7817,7659,582367,45136050,0,0.0,N,2,157,
1997-07-19,7927,7817,7927,7801,418973,33008650,0,0.0,N,2,110,
1997-07-21,7911,7927,7927,7825,425331,33613100,0,0.0,N,5,-15,
1997-07-22,7832,7832,7880,7707,412616,32338700,0,0.0,N,5,-78,
1997-07-23,7848,7738,7864,7738,392907,30796300,0,0.0,N,2,15,
1997-07-24,7392,7840,7840,7251,301356,22629050,0,0.0,N,5,-456,
1997-07-25,7439,7392,7557,7392,361118,27090400,0,0.0,N,2,47,
1997-07-26,6936,7439,7439,6936,58491,4222700,0,0.0,N,5,-503,
1997-07-28,7156,7007,7376,6999,436775,31048750,0,0.0,N,2,220,
1997-07-29,7203,7156,7219,7156,393543,28221450,0,0.0,N,2,47,
1997-07-30,7093,7203,7235,7093,347131,25007400,0,0.0,N,5,-110,
1997-07-31,6936,6763,7093,6763,81378,5656700,0,0.0,N,5,-157,
1997-08-01,7078,6967,7078,6960,200268,14128300,0,0.0,N,2,141,
1997-08-02,7109,7078,7156,6952,158307,11271550,0,0.0,N,2,31,
1997-08-04,7125,7078,7156,7046,177380,12592300,0,0.0,N,2,15,
1997-08-05,7203,7078,7203,7078,315533,22591340,0,0.0,N,2,78,
1997-08-06,7282,7203,7282,7203,134783,9729700,0,0.0,N,2,78,
1997-08-07,7282,7282,7282,7085,358575,26061450,0,0.0,N,3,0,
1997-08-08,7298,7274,7329,7219,626235,45702550,0,0.0,N,2,15,
