날짜,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2001-04-25,18488,20622,20622,17564,2176129,40515100000,0,0.0,N,5,-2133,
2001-04-26,17635,17919,18417,17493,842231,14953361500,0,0.0,N,5,-853,
2001-04-27,18062,17279,18204,17066,600707,10611242500,0,0.0,N,2,426,
2001-04-30,18204,17706,18275,17706,564771,10208961000,0,0.0,N,2,142,
2001-05-02,18488,18346,18844,17991,598767,11054840500,0,0.0,N,2,284,
2001-05-03,21262,18631,21262,18417,2478881,50620955500,0,0.0,N,1,2773,
2001-05-04,21191,21262,21475,20266,924440,19234195000,0,0.0,N,5,-71,
2001-05-07,21119,21617,21617,20693,687501,14469046500,0,0.0,N,5,-71,
2001-05-08,20977,20622,22115,20551,400485,8542039500,0,0.0,N,5,-142,
2001-05-09,20764,20479,21048,20479,270112,5589518500,0,0.0,N,5,-213,
2001-05-10,20835,20764,21404,20408,343202,7185761000,0,0.0,N,2,71,
2001-05-11,21191,20977,21546,20906,413289,8803553000,0,0.0,N,2,355,
2001-05-14,21119,21333,21475,20906,170697,3618121500,0,0.0,N,5,-71,
2001-05-15,21119,21475,21475,20764,181026,3810120000,0,0.0,N,3,0,
2001-05-16,20622,20977,21119,20124,431458,8880026000,0,0.0,N,5,-497,
2001-05-17,22257,21119,22328,20764,1192141,25957512000,0,0.0,N,2,1635,
2001-05-18,24959,23182,25528,22968,1682929,41204708000,0,0.0,N,2,2702,
2001-05-21,25955,26311,26311,24888,902200,23088180000,0,0.0,N,2,995,
2001-05-22,25315,25955,26168,25102,527357,13408453000,0,0.0,N,5,-639,
2001-05-23,26168,25884,26951,25457,504928,13255779500,0,0.0,N,2,853,
2001-05-24,26453,25599,26595,25315,219255,5716057500,0,0.0,N,2,284,
2001-05-25,27093,26879,27591,26453,334350,9060036000,0,0.0,N,2,639,
2001-05-28,27022,27022,27235,26524,224107,6024749000,0,0.0,N,5,-71,
2001-05-29,26879,26453,26879,26097,282508,7482810500,0,0.0,N,5,-142,
2001-05-30,27519,26453,27733,26311,326777,8874919000,0,0.0,N,2,639,
2001-05-31,26595,26311,26951,26239,291016,7723959500,0,0.0,N,5,-924,
2001-06-01,25173,26737,26879,25173,268129,6841355000,0,0.0,N,5,-1422,
2001-06-04,24746,24462,25457,24177,269697,6631351000,0,0.0,N,5,-426,
2001-06-05,24746,25031,25386,24746,423372,10614399500,0,0.0,N,3,0,
2001-06-07,24035,24746,25173,23964,305585,7473112000,0,0.0,N,5,-711,
2001-06-08,25955,24177,25955,24035,321876,8002102500,0,0.0,N,2,1919,
2001-06-11,26168,25315,26239,25031,141862,3653135500,0,0.0,N,2,213,
2001-06-12,25813,26026,26026,25599,64715,1667093000,0,0.0,N,5,-355,
2001-06-13,25315,25813,26311,25315,122062,3149429500,0,0.0,N,5,-497,
2001-06-14,25884,25173,25884,25031,201571,5152870500,0,0.0,N,2,568,
2001-06-15,25528,25457,25528,24675,151164,3796234000,0,0.0,N,5,-355,
2001-06-18,25315,24888,25528,24817,91863,2312549000,0,0.0,N,5,-213,
2001-06-19,24604,24959,25031,24106,276883,6793605500,0,0.0,N,5,-711,
2001-06-20,24035,23893,24319,23679,149118,3569945500,0,0.0,N,5,-568,
2001-06-21,23608,23608,23964,22755,419695,9722949500,0,0.0,N,5,-426,
2001-06-22,24177,23324,24817,23324,268031,6475709000,0,0.0,N,2,568,
2001-06-25,24746,23537,24888,23537,224669,5543655000,0,0.0,N,2,568,
2001-06-26,25315,24746,25386,24177,251725,6284408500,0,0.0,N,2,568,
2001-06-27,25599,25315,25599,24675,120206,3038194000,0,0.0,N,2,284,
2001-06-28,24817,25315,25599,24675,151973,3803850500,0,0.0,N,5,-782,
2001-06-29,24604,25031,25244,24462,317088,7819194500,0,0.0,N,5,-213,
2001-07-02,24533,24533,24959,24462,106650,2629195000,0,0.0,N,5,-71,
2001-07-03,24675,24604,24746,24319,210030,5172760500,0,0.0,N,2,142,
2001-07-04,24604,24319,24604,23964,139921,3393957000,0,0.0,N,5,-71,
2001-07-05,24177,23964,24462,23964,127441,3083580000,0,0.0,N,5,-426,
2001-07-06,24035,23679,24177,23679,148253,3542001500,0,0.0,N,5,-142,
2001-07-09,23039,23751,23822,22471,377395,8686209000,0,0.0,N,5,-995,
2001-07-10,22542,23182,23253,22328,197092,4449047000,0,0.0,N,5,-497,
2001-07-11,22613,22044,23039,21404,439080,9719285500,0,0.0,N,2,71,
2001-07-12,23608,23039,23679,23039,261562,6131538000,0,0.0,N,2,995,
2001-07-13,23608,23608,23964,22613,230688,5315961500,0,0.0,N,3,0,
2001-07-16,23111,22897,23466,22826,136771,3163316000,0,0.0,N,5,-497,
2001-07-18,22755,22542,23039,21617,353025,7817102500,0,0.0,N,5,-355,
2001-07-19,22044,21831,22328,21759,82617,1816853500,0,0.0,N,5,-711,
2001-07-20,22044,22044,22755,21973,190645,4245160000,0,0.0,N,3,0,
2001-07-23,21617,21546,22044,21404,96314,2088726000,0,0.0,N,5,-426,
2001-07-24,20764,21475,21475,20124,234808,4867489500,0,0.0,N,5,-853,
2001-07-25,20764,19911,20906,19911,132897,2731447500,0,0.0,N,3,0,
2001-07-26,20764,20906,20906,20266,169642,3470358500,0,0.0,N,3,0,
2001-07-27,21475,20977,21688,20835,188128,3990323500,0,0.0,N,2,711,
2001-07-30,20906,21048,21048,20764,46167,967500500,0,0.0,N,5,-568,
2001-07-31,20622,20408,20764,20266,246867,5058101000,0,0.0,N,5,-284,
2001-08-01,21048,20622,21262,20408,403839,8442353000,0,0.0,N,2,426,
2001-08-02,20408,21262,21262,20408,271525,5626260000,0,0.0,N,5,-639,
2001-08-03,21831,20479,22186,20479,633543,13622768000,0,0.0,N,2,1422,
2001-08-06,21831,21333,21973,21333,170852,3723899000,0,0.0,N,3,0,
2001-08-07,21831,21333,21831,21333,121647,2623808000,0,0.0,N,3,0,
2001-08-08,22257,22044,22542,21902,384778,8544643500,0,0.0,N,2,426,
2001-08-09,21191,21759,22257,21119,222968,4828024000,0,0.0,N,5,-1066,
2001-08-10,21048,21333,21475,20906,106509,2248342500,0,0.0,N,5,-142,
2001-08-13,21688,21119,21831,20835,306471,6521996500,0,0.0,N,2,639,
2001-08-14,22471,21759,22542,21688,306632,6818370000,0,0.0,N,2,782,
2001-08-16,22968,22186,23751,21902,402792,9204180500,0,0.0,N,2,497,
2001-08-17,23751,23111,23822,22968,527421,12353843500,0,0.0,N,2,782,
2001-08-20,22897,23324,23324,22755,115354,2654240500,0,0.0,N,5,-853,
2001-08-21,23039,22755,23324,22684,108885,2499364000,0,0.0,N,2,142,
2001-08-22,22897,23039,23182,22684,97059,2219629500,0,0.0,N,5,-142,
